geolocation_zip_code_prefix,Country,geolocation_city,geolocation_state,cnt
26600,Brazil,paracambi,RJ,356
26560,Brazil,mesquita,RJ,35
26165,Brazil,belford roxo,RJ,55
28415,Brazil,pureza,RJ,8
28510,Brazil,santa rita da floresta,RJ,3
27288,Brazil,volta redonda,RJ,77
24720,Brazil,sao goncalo,RJ,26
28021,Brazil,campos dos goytacazes,RJ,61
25902,Brazil,magé,RJ,4
24451,Brazil,são gonçalo,RJ,42
25880,Brazil,sapucaia,RJ,35
23890,Brazil,seropedica,RJ,26
26088,Brazil,nova iguacu,RJ,44
28060,Brazil,campos dos goytacazes,RJ,89
28615,Brazil,nova friburgo,RJ,41
27521,Brazil,resende,RJ,133
26022,Brazil,nova iguacu,RJ,113
24455,Brazil,sao goncalo,RJ,90
25046,Brazil,duque de caxias,RJ,29
28899,Brazil,rio das ostras,RJ,68
27230,Brazil,volta redonda,RJ,5
27220,Brazil,volta redonda,RJ,22
27915,Brazil,macaé,RJ,9
26562,Brazil,mesquita,RJ,69
28300,Brazil,itaperuna,RJ,582
25716,Brazil,petropolis,RJ,26
27185,Brazil,arrozal,RJ,9
25515,Brazil,sao joao de meriti,RJ,108
26570,Brazil,mesquita,RJ,28
24412,Brazil,são gonçalo,RJ,17
25215,Brazil,duque de caxias,RJ,85
25966,Brazil,teresopolis,RJ,21
23918,Brazil,angra dos reis,RJ,3
24120,Brazil,niterói,RJ,42
24111,Brazil,niteroi,RJ,18
26343,Brazil,queimados,RJ,3
28897,Brazil,rio das ostras,RJ,88
26281,Brazil,nova iguaçu,RJ,5
26171,Brazil,belford roxo,RJ,5
28605,Brazil,nova friburgo,RJ,92
24804,Brazil,itaborai,RJ,56
25900,Brazil,magé,RJ,22
26445,Brazil,japeri,RJ,24
26510,Brazil,nilopolis,RJ,160
27113,Brazil,barra do piraí,RJ,4
28970,Brazil,araruama,RJ,743
24745,Brazil,sao goncalo,RJ,23
26083,Brazil,nova iguaçu,RJ,8
27532,Brazil,resende,RJ,7
28898,Brazil,rio das ostras,RJ,14
27259,Brazil,volta redonda,RJ,100
25650,Brazil,petrópolis,RJ,5
25610,Brazil,petropolis,RJ,75
24467,Brazil,sao goncalo,RJ,22
23953,Brazil,angra dos reis,RJ,60
25044,Brazil,duque de caxias,RJ,5
25956,Brazil,teresopolis,RJ,62
24924,Brazil,marica,RJ,3
28490,Brazil,monte alegre,RJ,4
26463,Brazil,japeri,RJ,11
26265,Brazil,nova iguaçu,RJ,11
26157,Brazil,belford roxo,RJ,7
24130,Brazil,niteroi,RJ,276
24941,Brazil,marica,RJ,5
27150,Brazil,barra do piraí,RJ,3
26125,Brazil,belford roxo,RJ,39
25030,Brazil,duque de caxias,RJ,36
25225,Brazil,duque de caxias,RJ,48
27140,Brazil,barra do pirai,RJ,40
23915,Brazil,angra dos reis,RJ,14
24415,Brazil,sao goncalo,RJ,69
27946,Brazil,macae,RJ,52
26270,Brazil,nova iguacu,RJ,17
24755,Brazil,são gonçalo,RJ,8
27933,Brazil,macaé,RJ,16
26262,Brazil,nova iguaçu,RJ,9
28613,Brazil,nova friburgo,RJ,141
25025,Brazil,duque de caxias,RJ,73
27214,Brazil,volta redonda,RJ,5
24476,Brazil,sao goncalo,RJ,4
25266,Brazil,duque de caxias,RJ,39
27240,Brazil,volta redonda,RJ,31
25585,Brazil,são joão de meriti,RJ,15
27267,Brazil,volta redonda,RJ,55
26041,Brazil,nova iguaçu,RJ,16
27360,Brazil,barra mansa,RJ,4
24241,Brazil,niterói,RJ,21
26052,Brazil,nova iguacu,RJ,57
23826,Brazil,itaguai,RJ,20
28035,Brazil,campos dos goytacazes,RJ,411
23916,Brazil,angra dos reis,RJ,39
25922,Brazil,mage,RJ,30
28907,Brazil,cabo frio,RJ,154
26323,Brazil,queimados,RJ,48
28030,Brazil,campos dos goytacazes,RJ,212
24725,Brazil,sao goncalo,RJ,26
26225,Brazil,nova iguaçu,RJ,14
26650,Brazil,engenheiro paulo de frontin,RJ,80
25056,Brazil,duque de caxias,RJ,28
26123,Brazil,belford roxo,RJ,30
25233,Brazil,duque de caxias,RJ,82
27511,Brazil,resende,RJ,59
27336,Brazil,barra mansa,RJ,54
25805,Brazil,três rios,RJ,6
25630,Brazil,petrópolis,RJ,3
27325,Brazil,barra mansa,RJ,68
26415,Brazil,japeri,RJ,6
24711,Brazil,sao goncalo,RJ,30
26440,Brazil,japeri,RJ,26
24741,Brazil,sao goncalo,RJ,3
28614,Brazil,nova friburgo,RJ,44
25040,Brazil,duque de caxias,RJ,91
23943,Brazil,angra dos reis,RJ,18
25870,Brazil,comendador levy gasparian,RJ,42
23897,Brazil,seropédica,RJ,4
25811,Brazil,tres rios,RJ,23
24461,Brazil,são gonçalo,RJ,13
24859,Brazil,itaboraí,RJ,4
28770,Brazil,santa maria madalena,RJ,78
26290,Brazil,nova iguaçu,RJ,14
24735,Brazil,são gonçalo,RJ,4
23934,Brazil,angra dos reis,RJ,77
24724,Brazil,são gonçalo,RJ,4
26551,Brazil,mesquita,RJ,94
26115,Brazil,belford roxo,RJ,78
26313,Brazil,queimados,RJ,26
26140,Brazil,belford roxo,RJ,57
26278,Brazil,nova iguacu,RJ,20
24905,Brazil,marica,RJ,5
25886,Brazil,nossa senhora da aparecida,RJ,5
25510,Brazil,são joão de meriti,RJ,16
24910,Brazil,marica,RJ,5
24070,Brazil,niterói,RJ,7
96255,Brazil,chuí,RS,16
97195,Brazil,silveira martins,RS,5
99725,Brazil,tres arroios,RS,10
95095,Brazil,caxias do sul,RS,89
95765,Brazil,bom princípio,RS,9
97500,Brazil,uruguaiana,RS,10
99980,Brazil,david canabarro,RS,26
96501,Brazil,cachoeira do sul,RS,80
95080,Brazil,caxias do sul,RS,55
95340,Brazil,nova bassano,RS,60
97095,Brazil,santa maria,RS,74
93614,Brazil,estancia velha,RS,4
93601,Brazil,estância velha,RS,5
95178,Brazil,farroupilha,RS,18
98175,Brazil,jari,RS,8
93880,Brazil,ararica,RS,9
93020,Brazil,são leopoldo,RS,11
93180,Brazil,portao,RS,93
94836,Brazil,alvorada,RS,15
94085,Brazil,gravatai,RS,42
93806,Brazil,sapiranga,RS,53
98918,Brazil,boa vista do buricá,RS,8
99042,Brazil,passo fundo,RS,31
99810,Brazil,severiano de almeida,RS,7
94475,Brazil,viamao,RS,61
99350,Brazil,victor graeff,RS,17
96087,Brazil,pelotas,RS,10
96050,Brazil,pelotas,RS,25
94070,Brazil,gravatai,RS,26
96210,Brazil,rio grande,RS,18
96214,Brazil,rio grande,RS,41
96225,Brazil,sao jose do norte,RS,94
95300,Brazil,lagoa vermelha,RS,204
96822,Brazil,santa cruz do sul,RS,9
99605,Brazil,gramado dos loureiros,RS,6
96530,Brazil,paraiso do sul,RS,18
95820,Brazil,general camara,RS,23
96407,Brazil,bage,RS,15
96535,Brazil,cerro branco,RS,9
92031,Brazil,canoas,RS,6
97021,Brazil,santa maria,RS,3
95112,Brazil,caxias do sul,RS,43
95012,Brazil,caxias do sul,RS,64
96845,Brazil,santa cruz do sul,RS,52
95985,Brazil,nova alvorada,RS,19
99360,Brazil,barros cassal,RS,14
95090,Brazil,caxias do sul,RS,9
95044,Brazil,caxias do sul,RS,6
95400,Brazil,sao francisco de paula,RS,79
95708,Brazil,bento gonçalves,RS,15
94935,Brazil,cachoeirinha,RS,73
93340,Brazil,novo hamburgo,RS,23
98530,Brazil,barra do guarita,RS,4
96077,Brazil,pelotas,RS,64
99320,Brazil,ibirapuita,RS,24
93214,Brazil,sapucaia do sul,RS,54
93285,Brazil,esteio,RS,57
93220,Brazil,sapucaia do sul,RS,78
97670,Brazil,sao borja,RS,278
99970,Brazil,ciriaco,RS,20
95925,Brazil,progresso,RS,19
95840,Brazil,triunfo,RS,62
98535,Brazil,vista gaucha,RS,7
96590,Brazil,santana da boa vista,RS,18
98020,Brazil,cruz alta,RS,11
99010,Brazil,passo fundo,RS,478
93130,Brazil,sao leopoldo,RS,22
95030,Brazil,caxias do sul,RS,46
98640,Brazil,crissiumal,RS,53
96180,Brazil,camaqua,RS,201
94818,Brazil,alvorada,RS,51
93310,Brazil,novo hamburgo,RS,93
95717,Brazil,pinto bandeira,RS,3
97032,Brazil,santa maria,RS,45
97870,Brazil,santo antônio das missões,RS,5
97970,Brazil,roque gonzales,RS,19
99030,Brazil,passo fundo,RS,26
99450,Brazil,selbach,RS,25
95740,Brazil,poco das antas,RS,5
93025,Brazil,são leopoldo,RS,10
95059,Brazil,caxias do sul,RS,85
98947,Brazil,porto maua,RS,8
96400,Brazil,bagé,RS,50
97755,Brazil,unistalda,RS,4
98015,Brazil,cruz alta,RS,22
95775,Brazil,tupandi,RS,31
96150,Brazil,morro redondo,RS,8
96690,Brazil,pantano grande,RS,31
98955,Brazil,novo machado,RS,14
95290,Brazil,bom jesus,RS,40
95020,Brazil,caxias do sul,RS,341
97940,Brazil,salvador das missoes,RS,10
98368,Brazil,cristal do sul,RS,4
96450,Brazil,dom pedrito,RS,212
95182,Brazil,nova milano,RS,3
96990,Brazil,estrela velha,RS,14
98850,Brazil,vitoria das missoes,RS,7
94040,Brazil,gravataí,RS,9
94828,Brazil,alvorada,RS,50
94970,Brazil,cachoeirinha,RS,21
98040,Brazil,cruz alta,RS,48
95370,Brazil,barracao,RS,27
99950,Brazil,tapejara,RS,153
96445,Brazil,acegua,RS,15
95630,Brazil,parobé,RS,31
92032,Brazil,canoas,RS,55
96213,Brazil,rio grande,RS,19
99255,Brazil,montauri,RS,7
99795,Brazil,barra do rio azul,RS,3
99910,Brazil,floriano peixoto,RS,6
96030,Brazil,pelotas,RS,156
98150,Brazil,pinhal grande,RS,15
99790,Brazil,mariano moro,RS,7
99074,Brazil,passo fundo,RS,56
96495,Brazil,candiota,RS,52
93821,Brazil,sapiranga,RS,25
95010,Brazil,caxias do sul,RS,136
95650,Brazil,igrejinha,RS,168
99140,Brazil,ernestina,RS,5
99730,Brazil,jacutinga,RS,9
93425,Brazil,novo hamburgo,RS,27
95098,Brazil,caxias do sul,RS,47
93510,Brazil,novo hamburgo,RS,155
99930,Brazil,estacao,RS,29
95548,Brazil,quintao,RS,7
95915,Brazil,santa clara do sul,RS,25
96888,Brazil,herveiras,RS,5
97753,Brazil,capao do cipo,RS,8
95250,Brazil,antonio prado,RS,75
98680,Brazil,tiradentes do sul,RS,19
98804,Brazil,santo angelo,RS,49
97538,Brazil,barra do quaraí,RS,4
99640,Brazil,sao valentim,RS,14
99880,Brazil,machadinho,RS,8
94814,Brazil,alvorada,RS,47
98460,Brazil,irai,RS,20
99340,Brazil,lagoao,RS,10
93525,Brazil,novo hamburgo,RS,38
92340,Brazil,canoas,RS,55
97418,Brazil,toropi,RS,7
98750,Brazil,ajuricaba,RS,39
95690,Brazil,rolante,RS,81
98180,Brazil,jóia,RS,4
99430,Brazil,alto alegre,RS,6
95705,Brazil,bento goncalves,RS,96
96217,Brazil,rio grande,RS,12
95115,Brazil,caxias do sul,RS,9
99705,Brazil,erechim,RS,21
96222,Brazil,rio grande,RS,14
93945,Brazil,presidente lucena,RS,13
97544,Brazil,alegrete,RS,36
98540,Brazil,miraguai,RS,21
92110,Brazil,canoas,RS,86
95670,Brazil,gramado,RS,380
97577,Brazil,santana do livramento,RS,18
93046,Brazil,sao leopoldo,RS,21
96201,Brazil,rio grande,RS,98
95047,Brazil,caxias do sul,RS,24
98870,Brazil,girua,RS,61
99050,Brazil,passo fundo,RS,70
99585,Brazil,barra funda,RS,6
99700,Brazil,erechim,RS,314
96540,Brazil,agudo,RS,38
93800,Brazil,sapiranga,RS,149
95070,Brazil,caxias do sul,RS,48
96910,Brazil,segredo,RS,8
97043,Brazil,santa maria,RS,36
98250,Brazil,saldanha marinho,RS,20
99655,Brazil,faxinalzinho,RS,3
95970,Brazil,mucum,RS,22
95172,Brazil,farroupilha,RS,11
95057,Brazil,caxias do sul,RS,22
98895,Brazil,senador salgado filho,RS,7
94080,Brazil,gravatai,RS,30
94020,Brazil,gravatai,RS,17
94065,Brazil,gravataí,RS,17
93048,Brazil,sao leopoldo,RS,21
96770,Brazil,cerro grande do sul,RS,27
96908,Brazil,passa sete,RS,6
95790,Brazil,brochier,RS,11
97571,Brazil,santana do livramento,RS,11
98470,Brazil,planalto,RS,31
95040,Brazil,caxias do sul,RS,39
94415,Brazil,viamão,RS,12
94445,Brazil,viamão,RS,5
99835,Brazil,aurea,RS,12
92850,Brazil,sertao santana,RS,21
92440,Brazil,canoas,RS,66
97572,Brazil,santana do livramento,RS,30
98280,Brazil,panambi,RS,269
93548,Brazil,novo hamburgo,RS,85
94180,Brazil,gravatai,RS,30
95906,Brazil,lajeado,RS,6
93030,Brazil,são leopoldo,RS,3
93320,Brazil,novo hamburgo,RS,72
95086,Brazil,caxias do sul,RS,19
93610,Brazil,estancia velha,RS,11
93315,Brazil,novo hamburgo,RS,63
96700,Brazil,sao jeronimo,RS,73
98910,Brazil,tres de maio,RS,116
98960,Brazil,santo cristo,RS,76
99060,Brazil,passo fundo,RS,30
99713,Brazil,erechim,RS,18
92325,Brazil,canoas,RS,43
95333,Brazil,fagundes varela,RS,16
96211,Brazil,rio grande,RS,266
96195,Brazil,cristal,RS,22
95980,Brazil,anta gorda,RS,37
96072,Brazil,pelotas,RS,11
99860,Brazil,cacique doble,RS,17
94015,Brazil,gravatai,RS,31
95380,Brazil,esmeralda,RS,12
95990,Brazil,ilopolis,RS,22
99720,Brazil,quatro irmaos,RS,3
93052,Brazil,são leopoldo,RS,6
92420,Brazil,canoas,RS,94
96203,Brazil,rio grande,RS,88
96610,Brazil,encruzilhada do sul,RS,91
98025,Brazil,cruz alta,RS,65
98440,Brazil,caicara,RS,7
95420,Brazil,jaquirana,RS,16
92314,Brazil,canoas,RS,3
96080,Brazil,pelotas,RS,96
93222,Brazil,sapucaia do sul,RS,38
96900,Brazil,sobradinho,RS,63
98140,Brazil,quevedos,RS,9
94035,Brazil,gravataí,RS,10
95914,Brazil,lajeado,RS,39
95124,Brazil,caxias do sul,RS,5
93544,Brazil,novo hamburgo,RS,50
93224,Brazil,sapucaia do sul,RS,84
96765,Brazil,sentinela do sul,RS,4
94199,Brazil,gravatai,RS,13
95948,Brazil,travesseiro,RS,3
98787,Brazil,santa rosa,RS,43
99850,Brazil,paim filho,RS,11
92020,Brazil,canoas,RS,134
95960,Brazil,encantado,RS,130
96815,Brazil,santa cruz do sul,RS,84
97645,Brazil,macambara,RS,9
99955,Brazil,vila langaro,RS,10
93805,Brazil,sapiranga,RS,4
96840,Brazil,santa cruz do sul,RS,36
99590,Brazil,rondinha,RS,18
95950,Brazil,nova brescia,RS,20
97510,Brazil,uruguaiana,RS,11
97610,Brazil,sao francisco de assis,RS,64
96508,Brazil,cachoeira do sul,RS,87
95041,Brazil,caxias do sul,RS,50
93420,Brazil,novo hamburgo,RS,24
94930,Brazil,cachoeirinha,RS,86
95755,Brazil,sao jose do hortencio,RS,17
95480,Brazil,cambará do sul,RS,4
95096,Brazil,caxias do sul,RS,62
98781,Brazil,santa rosa,RS,21
99750,Brazil,erval grande,RS,14
94155,Brazil,gravatai,RS,38
95770,Brazil,feliz,RS,93
94810,Brazil,alvorada,RS,79
95910,Brazil,lajeado,RS,13
97543,Brazil,alegrete,RS,69
98500,Brazil,tenente portela,RS,68
98919,Brazil,nova candelaria,RS,6
93700,Brazil,campo bom,RS,334
95912,Brazil,lajeado,RS,12
97501,Brazil,uruguaiana,RS,167
98120,Brazil,boa vista do incra,RS,7
95360,Brazil,paraí,RS,3
95043,Brazil,caxias do sul,RS,54
98590,Brazil,santo augusto,RS,77
99300,Brazil,soledade,RS,119
99072,Brazil,passo fundo,RS,51
99220,Brazil,dois lajeados,RS,15
98125,Brazil,fortaleza dos valos,RS,31
96418,Brazil,bage,RS,22
96503,Brazil,cachoeira do sul,RS,81
93295,Brazil,esteio,RS,33
96824,Brazil,santa cruz do sul,RS,8
98430,Brazil,palmitinho,RS,30
98801,Brazil,santo angelo,RS,178
93035,Brazil,são leopoldo,RS,4
95074,Brazil,caxias do sul,RS,56
95540,Brazil,palmares do sul,RS,33
97800,Brazil,sao luiz gonzaga,RS,166
98807,Brazil,santo angelo,RS,36
99523,Brazil,almirante tamandare do sul,RS,12
96505,Brazil,cachoeira do sul,RS,37
92030,Brazil,canoas,RS,82
95760,Brazil,sao sebastiao do cai,RS,90
95702,Brazil,bento gonçalves,RS,20
95520,Brazil,osório,RS,47
95800,Brazil,venâncio aires,RS,36
96750,Brazil,butia,RS,68
97210,Brazil,formigueiro,RS,14
99290,Brazil,vanini,RS,15
99690,Brazil,liberato salzano,RS,17
94185,Brazil,gravatai,RS,24
93890,Brazil,nova hartz,RS,58
98700,Brazil,ijui,RS,429
94416,Brazil,viamao,RS,8
98600,Brazil,tres passos,RS,112
95727,Brazil,boa vista do sul,RS,6
98735,Brazil,coronel barros,RS,4
99525,Brazil,santo antonio do planalto,RS,9
96045,Brazil,pelotas,RS,46
95013,Brazil,caxias do sul,RS,29
98635,Brazil,esperanca do sul,RS,3
99706,Brazil,erechim,RS,9
96300,Brazil,jaguarao,RS,129
96360,Brazil,pedro osorio,RS,32
94910,Brazil,cachoeirinha,RS,118
95937,Brazil,forquetinha,RS,3
92010,Brazil,canoas,RS,92
99680,Brazil,constantina,RS,44
99709,Brazil,erechim,RS,74
96413,Brazil,bagé,RS,6
95703,Brazil,bento gonçalves,RS,18
93265,Brazil,esteio,RS,118
98550,Brazil,redentora,RS,12
95768,Brazil,linha nova,RS,8
94175,Brazil,gravatai,RS,12
99760,Brazil,itatiba do sul,RS,15
92323,Brazil,canoas,RS,15
95880,Brazil,estrela,RS,180
93145,Brazil,sao leopoldo,RS,16
96095,Brazil,pelotas,RS,14
98570,Brazil,campo novo,RS,28
94460,Brazil,viamao,RS,16
97560,Brazil,quarai,RS,74
98290,Brazil,condor,RS,20
96208,Brazil,rio grande,RS,24
98035,Brazil,cruz alta,RS,30
98350,Brazil,jaboticaba,RS,9
96506,Brazil,cachoeira do sul,RS,84
97845,Brazil,dezesseis de novembro,RS,4
93042,Brazil,são leopoldo,RS,11
94838,Brazil,alvorada,RS,25
94945,Brazil,cachoeirinha,RS,62
95166,Brazil,picada cafe,RS,11
97920,Brazil,sao pedro do butia,RS,10
99040,Brazil,passo fundo,RS,42
99470,Brazil,nao-me-toque,RS,102
95720,Brazil,garibaldi,RS,230
96070,Brazil,pelotas,RS,58
93900,Brazil,ivoti,RS,149
95595,Brazil,cidreira,RS,65
96193,Brazil,chuvisca,RS,5
95365,Brazil,sao jorge,RS,13
96740,Brazil,arroio dos ratos,RS,65
96925,Brazil,ibarama,RS,9
99175,Brazil,nicolau vergueiro,RS,5
93230,Brazil,sapucaia do sul,RS,52
97105,Brazil,santa maria,RS,126
97700,Brazil,santiago,RS,308
96600,Brazil,cangucu,RS,102
97935,Brazil,mato queimado,RS,10
98340,Brazil,cerro grande,RS,8
99054,Brazil,passo fundo,RS,36
99250,Brazil,serafina correa,RS,97
96202,Brazil,rio grande,RS,144
97070,Brazil,santa maria,RS,102
99052,Brazil,passo fundo,RS,52
99165,Brazil,camargo,RS,16
92120,Brazil,canoas,RS,137
93819,Brazil,sapiranga,RS,27
92410,Brazil,canoas,RS,119
97542,Brazil,alegrete,RS,116
98240,Brazil,santa barbara do sul,RS,43
98575,Brazil,bom progresso,RS,6
99180,Brazil,mato castelhano,RS,4
98950,Brazil,alecrim,RS,18
95270,Brazil,flores da cunha,RS,154
96065,Brazil,pelotas,RS,177
92415,Brazil,canoas,RS,3
96814,Brazil,santa cruz do sul,RS,3
98345,Brazil,pinhal,RS,9
95555,Brazil,capao da canoa,RS,296
97180,Brazil,dilermando de aguiar,RS,4
95260,Brazil,nova roma do sul,RS,17
96875,Brazil,gramado xavier,RS,8
95730,Brazil,barao,RS,18
95355,Brazil,guabiju,RS,6
93609,Brazil,estância velha,RS,4
98785,Brazil,santa rosa,RS,30
95180,Brazil,farroupilha,RS,166
93140,Brazil,são leopoldo,RS,3
96085,Brazil,pelotas,RS,100
96930,Brazil,candelaria,RS,77
95935,Brazil,capitão,RS,3
95305,Brazil,ibiraiaras,RS,46
97010,Brazil,santa maria,RS,251
95099,Brazil,caxias do sul,RS,20
95612,Brazil,taquara,RS,12
97880,Brazil,sao nicolau,RS,9
98802,Brazil,santo angelo,RS,77
94170,Brazil,gravataí,RS,9
94955,Brazil,cachoeirinha,RS,55
94940,Brazil,cachoeirinha,RS,52
98770,Brazil,catuipe,RS,25
92025,Brazil,canoas,RS,116
94450,Brazil,viamao,RS,39
94110,Brazil,gravataí,RS,5
95903,Brazil,lajeado,RS,7
95695,Brazil,riozinho,RS,12
97015,Brazil,santa maria,RS,374
97574,Brazil,santana do livramento,RS,58
99660,Brazil,campinas do sul,RS,31
99965,Brazil,agua santa,RS,6
96425,Brazil,bage,RS,17
95097,Brazil,caxias do sul,RS,58
95901,Brazil,lajeado,RS,26
99145,Brazil,coxilha,RS,4
99610,Brazil,rio dos indios,RS,4
96408,Brazil,bage,RS,46
97640,Brazil,manoel viana,RS,26
95773,Brazil,alto feliz,RS,7
95320,Brazil,nova prata,RS,190
99711,Brazil,erechim,RS,46
94150,Brazil,gravatai,RS,60
95745,Brazil,capela de santana,RS,28
99370,Brazil,fontoura xavier,RS,26
97509,Brazil,uruguaiana,RS,14
98803,Brazil,santo ângelo,RS,14
98958,Brazil,sao jose do inhacora,RS,5
96420,Brazil,bage,RS,9
98975,Brazil,campina das missoes,RS,35
99034,Brazil,passo fundo,RS,12
95706,Brazil,bento goncalves,RS,16
98765,Brazil,inhacora,RS,5
96545,Brazil,novo cabrais,RS,8
94030,Brazil,gravatai,RS,42
99650,Brazil,benjamin constant do sul,RS,7
95601,Brazil,taquara,RS,14
95735,Brazil,roca sales,RS,39
98045,Brazil,cruz alta,RS,6
98170,Brazil,tupancireta,RS,79
95200,Brazil,vacaria,RS,313
95577,Brazil,morrinhos do sul,RS,8
96487,Brazil,pedras altas,RS,9
92035,Brazil,canoas,RS,61
94855,Brazil,alvorada,RS,18
92480,Brazil,nova santa rita,RS,82
98528,Brazil,derrubadas,RS,4
93950,Brazil,dois irmãos,RS,30
93332,Brazil,novo hamburgo,RS,28
95609,Brazil,taquara,RS,11
96950,Brazil,arroio do tigre,RS,36
94760,Brazil,aguas claras,RS,5
95965,Brazil,relvado,RS,10
98410,Brazil,taquaruçu do sul,RS,4
99704,Brazil,erechim,RS,91
96160,Brazil,capao do leao,RS,53
93044,Brazil,sao leopoldo,RS,30
97037,Brazil,santa maria,RS,17
95590,Brazil,tramandaí,RS,36
95603,Brazil,taquara,RS,24
97185,Brazil,itaara,RS,13
98860,Brazil,eugenio de castro,RS,6
96010,Brazil,pelotas,RS,236
99830,Brazil,gaurama,RS,30
99925,Brazil,ipiranga do sul,RS,9
93351,Brazil,novo hamburgo,RS,15
93490,Brazil,novo hamburgo,RS,25
95780,Brazil,montenegro,RS,311
95181,Brazil,farroupilha,RS,16
94850,Brazil,alvorada,RS,49
96460,Brazil,hulha negra,RS,16
95082,Brazil,caxias do sul,RS,45
95190,Brazil,são marcos,RS,15
93346,Brazil,novo hamburgo,RS,26
95707,Brazil,bento goncalves,RS,35
97513,Brazil,uruguaiana,RS,11
99345,Brazil,tio hugo,RS,6
99960,Brazil,charrua,RS,5
96890,Brazil,sinimbu,RS,15
96832,Brazil,santa cruz do sul,RS,10
97045,Brazil,santa maria,RS,54
99270,Brazil,sao domingos do sul,RS,8
99712,Brazil,erechim,RS,14
95255,Brazil,campestre da serra,RS,11
95568,Brazil,dom pedro de alcântara,RS,5
98560,Brazil,braga,RS,7
93330,Brazil,novo hamburgo,RS,41
95045,Brazil,caxias do sul,RS,52
98300,Brazil,palmeira das missoes,RS,144
93600,Brazil,estancia velha,RS,103
98435,Brazil,pinheirinho do vale,RS,15
96745,Brazil,charqueadas,RS,204
95930,Brazil,cruzeiro do sul,RS,42
94820,Brazil,alvorada,RS,67
96685,Brazil,passo do sobrado,RS,12
97578,Brazil,santana do livramento,RS,18
97930,Brazil,caibate,RS,27
92200,Brazil,canoas,RS,247
93212,Brazil,sapucaia do sul,RS,45
94856,Brazil,alvorada,RS,12
94480,Brazil,viamão,RS,10
98900,Brazil,santa rosa,RS,182
99687,Brazil,novo xingu,RS,3
96830,Brazil,santa cruz do sul,RS,54
97504,Brazil,uruguaiana,RS,9
95110,Brazil,caxias do sul,RS,118
95945,Brazil,pouso novo,RS,8
99820,Brazil,viadutos,RS,13
95580,Brazil,tres cachoeiras,RS,77
93032,Brazil,são leopoldo,RS,5
94010,Brazil,gravataí,RS,28
96055,Brazil,pelotas,RS,60
95995,Brazil,arvorezinha,RS,51
97450,Brazil,cacequi,RS,52
94060,Brazil,gravataí,RS,9
94435,Brazil,viamao,RS,31
96170,Brazil,são lourenço do sul,RS,31
94120,Brazil,gravatai,RS,21
96635,Brazil,amaral ferrador,RS,6
97590,Brazil,rosario do sul,RS,137
93348,Brazil,novo hamburgo,RS,18
99062,Brazil,passo fundo,RS,35
95860,Brazil,taquari,RS,127
93608,Brazil,estancia velha,RS,15
94824,Brazil,alvorada,RS,47
93115,Brazil,são leopoldo,RS,4
99155,Brazil,vila maria,RS,11
93120,Brazil,são leopoldo,RS,7
95748,Brazil,sao jose do sul,RS,5
94967,Brazil,cachoeirinha,RS,3
96755,Brazil,minas do leao,RS,22
99315,Brazil,mormaco,RS,8
99740,Brazil,barao de cotegipe,RS,19
95870,Brazil,bom retiro do sul,RS,48
96823,Brazil,santa cruz do sul,RS,8
94045,Brazil,gravatai,RS,11
97760,Brazil,jaguari,RS,62
99528,Brazil,coqueiros do sul,RS,3
95625,Brazil,imbé,RS,30
98794,Brazil,santa rosa,RS,12
95902,Brazil,lajeado,RS,3
97200,Brazil,restinga seca,RS,46
93990,Brazil,morro reuter,RS,23
92425,Brazil,canoas,RS,38
96760,Brazil,tapes,RS,62
96878,Brazil,vale do sol,RS,11
98480,Brazil,alpestre,RS,15
96570,Brazil,cacapava do sul,RS,96
94410,Brazil,viamão,RS,13
93546,Brazil,novo hamburgo,RS,61
98690,Brazil,sao martinho,RS,16
98915,Brazil,independencia,RS,16
96405,Brazil,bagé,RS,8
94451,Brazil,viamão,RS,3
96076,Brazil,pelotas,RS,11
94380,Brazil,glorinha,RS,12
95236,Brazil,monte alegre dos campos,RS,5
99435,Brazil,campos borges,RS,21
99560,Brazil,sarandi,RS,110
95173,Brazil,farroupilha,RS,12
97090,Brazil,santa maria,RS,51
99701,Brazil,erechim,RS,44
96015,Brazil,pelotas,RS,298
95032,Brazil,caxias do sul,RS,140
95185,Brazil,carlos barbosa,RS,211
93226,Brazil,sapucaia do sul,RS,43
96209,Brazil,rio grande,RS,5
98995,Brazil,porto xavier,RS,61
96412,Brazil,bage,RS,58
97573,Brazil,santana do livramento,RS,163
98450,Brazil,vicente dutra,RS,10
94470,Brazil,viamão,RS,10
94505,Brazil,viamao,RS,5
96200,Brazil,rio grande,RS,307
99330,Brazil,tunas,RS,5
99708,Brazil,erechim,RS,18
96402,Brazil,bage,RS,22
96415,Brazil,bage,RS,66
92320,Brazil,canoas,RS,113
98920,Brazil,horizontina,RS,137
95072,Brazil,caxias do sul,RS,21
93037,Brazil,são leopoldo,RS,7
95575,Brazil,tres forquilhas,RS,4
96820,Brazil,santa cruz do sul,RS,95
99064,Brazil,passo fundo,RS,19
93056,Brazil,são leopoldo,RS,5
97385,Brazil,vila nova do sul,RS,11
96040,Brazil,pelotas,RS,147
97770,Brazil,nova esperanca do sul,RS,25
99260,Brazil,casca,RS,91
93125,Brazil,sao leopoldo,RS,22
93530,Brazil,novo hamburgo,RS,29
97576,Brazil,santana do livramento,RS,35
99895,Brazil,santo expedito do sul,RS,5
99920,Brazil,erebango,RS,8
